"filename", "language", "TypeScript React", "TypeScript", "JavaScript", "GraphQL", "Markdown", "JSON with Comments", "JSON", "YAML", "SCSS", "comment", "blank", "total"
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/mutations/getNickNameSuggestions.graphql", "GraphQL", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/mutations/getUserByNickName.graphql", "GraphQL", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/mutations/getUserMut.graphql", "GraphQL", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/mutations/updateLikesAndFavorites.graphql", "GraphQL", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/mutations/updateUserNickName.graphql", "GraphQL", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/queries/getAllUsers.graphql", "GraphQL", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/queries/getOnlyMovieStats.graphql", "GraphQL", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/queries/getUser.graphql", "GraphQL", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/queries/getUserComments.graphql", "GraphQL", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 26
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/queries/getUserMovieStats.graphql", "GraphQL", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 1, 20
"/Users/kishore/Documents/Github/QuietChat/extension/src/graphql/users/queries/getUserStats.graphql", "GraphQL", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 29
"/Users/kishore/Documents/Github/QuietChat/extension/src/indexedDB/db.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 2, 8, 40
"/Users/kishore/Documents/Github/QuietChat/extension/src/netflix-api/netflix.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/kishore/Documents/Github/QuietChat/extension/src/netflix-api/netflix.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/Users/kishore/Documents/Github/QuietChat/extension/src/optionsPage/header/header.styles.tsx", "TypeScript React", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"/Users/kishore/Documents/Github/QuietChat/extension/src/optionsPage/header/header.tsx", "TypeScript React", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/kishore/Documents/Github/QuietChat/extension/src/optionsPage/optionsHome/optionsHome.styles.tsx", "TypeScript React", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"/Users/kishore/Documents/Github/QuietChat/extension/src/optionsPage/optionsHome/optionsHome.tsx", "TypeScript React", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/kishore/Documents/Github/QuietChat/extension/src/react-app-env.d.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/actionTypes.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 3, 21
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/hooks.tsx", "TypeScript React", 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/reducer/rootReducer.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 6, 32
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/slices/comment/commentSlice.ts", "TypeScript", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 4, 103
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/slices/loading/loadingSlice.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/slices/movie/movieSlice.ts", "TypeScript", 0, 106, 0, 0, 0, 0, 0, 0, 0, 21, 5, 132
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/slices/reply/replySlice.ts", "TypeScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 5, 73
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/slices/settings/settingsSlice.tsx", "TypeScript React", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 72
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/slices/textArea/textAreaSlice.tsx", "TypeScript React", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/slices/toast/toastSlice.tsx", "TypeScript React", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/slices/user/userSlice.ts", "TypeScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 4, 61
"/Users/kishore/Documents/Github/QuietChat/extension/src/redux/store.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 2, 4, 26
"/Users/kishore/Documents/Github/QuietChat/extension/src/reportWebVitals.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/kishore/Documents/Github/QuietChat/extension/src/setupTests.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"/Users/kishore/Documents/Github/QuietChat/extension/src/static/manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 11, 0, 0, 41, 0, 52
"/Users/kishore/Documents/Github/QuietChat/extension/src/static/netflix.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 2, 24
"/Users/kishore/Documents/Github/QuietChat/extension/src/static/qchat.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 5, 4, 41
"/Users/kishore/Documents/Github/QuietChat/extension/src/styles/keyframes.tsx", "TypeScript React", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 103
"/Users/kishore/Documents/Github/QuietChat/extension/src/theme/globalStyles.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/kishore/Documents/Github/QuietChat/extension/src/theme/theme.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/kishore/Documents/Github/QuietChat/extension/src/types/DOMMessages.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/kishore/Documents/Github/QuietChat/extension/src/types/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/kishore/Documents/Github/QuietChat/extension/src/types/types.d.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/Users/kishore/Documents/Github/QuietChat/extension/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 27
"/Users/kishore/Documents/Github/QuietChat/extension/webpack.common.js", "JavaScript", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 3, 117
"/Users/kishore/Documents/Github/QuietChat/extension/webpack.dev.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/kishore/Documents/Github/QuietChat/extension/webpack.prod.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"Total", "-", 8893, 1579, 281, 461, 136, 26, 153, 12, 4, 322, 1165, 13032
